nid,access,base_speed,bridge,from,highway,junction,key,landuse,lanes,length,maxspeed,name,oneway,osmid,ref,service,to,weigth,tunnel,width,geometry
49087241,,25,,49087241,residential,,0,,,197.863,25 mph,San Miguel Road,False,235574390,,,49087240,7.9145199999999996,,,"LINESTRING (-116.992996 32.681469, -116.99511 32.68145)"
49087241,,25,,49087241,residential,,0,,,807.424,25 mph,El Rancho Grande,False,6047682,,,49680575,32.29696,,,"LINESTRING (-116.997253 32.677795, -116.992928 32.677849, -116.992943 32.678303, -116.992996 32.681469)"
49087241,,25,,49087241,residential,,0,,,198.297,25 mph,San Miguel Road,False,235574390,,,4591514044,7.9318800000000005,,,"LINESTRING (-116.9908986 32.6816621, -116.9909391 32.6816457, -116.9914833 32.6815387, -116.992996 32.681469)"
49087240,,25,,49087240,residential,,0,,,162.013,25 mph,Olive Avenue,False,6007463,,,49493032,6.480519999999999,,,"LINESTRING (-116.995102 32.679993, -116.99511 32.68145)"
49087240,,25,,49087240,residential,,0,,,197.863,25 mph,San Miguel Road,False,235574390,,,49087241,7.9145199999999996,,,"LINESTRING (-116.992996 32.681469, -116.99511 32.68145)"
49087240,,25,,49087240,residential,,0,,,266.552,25 mph,San Miguel Road,False,235574390,,,1229993335,10.66208,,,"LINESTRING (-116.9979297 32.6814293, -116.9978356 32.681476, -116.9976813 32.6815137, -116.997513 32.681515, -116.996292 32.681511, -116.995857 32.681446, -116.99511 32.68145)"
1229993335,,25,,1229993335,residential,,0,,,430.87,25 mph,San Miguel Road,False,235574390,,,49087223,17.2348,,,"LINESTRING (-116.9979297 32.6814293, -116.9979766 32.681406, -116.9981303 32.6812671, -116.9986473 32.6803406, -116.9989051 32.6798785, -116.9991553 32.6795198, -116.999454 32.67916, -116.999863 32.678947, -117.000816 32.67868)"
1229993335,,25,,1229993335,residential,,0,,,266.552,25 mph,San Miguel Road,False,235574390,,,49087240,10.66208,,,"LINESTRING (-116.9979297 32.6814293, -116.9978356 32.681476, -116.9976813 32.6815137, -116.997513 32.681515, -116.996292 32.681511, -116.995857 32.681446, -116.99511 32.68145)"
1229993335,,25,,1229993335,residential,,0,,,460.189,25 mph,Summit Meadow Road,False,6048408,,,1229993301,18.40756,,,"LINESTRING (-116.9979297 32.6814293, -116.9981395 32.6817367, -116.9983433 32.6820257, -116.9984345 32.6821205, -116.9985954 32.6821882, -116.9988207 32.6822153, -116.9991051 32.6821882, -116.9993733 32.682134, -116.9996147 32.6821702, -116.9999029 32.6822579, -116.9999351 32.6822964, -117.0000063 32.6823463, -117.0000975 32.6824953, -117.000194 32.6827571, -117.0002691 32.6830009, -117.0004032 32.6833035, -117.000519 32.683403, -117.0006964 32.6835188, -117.0008378 32.6835608, -117.0010094 32.6835653, -117.0013622 32.6834952)"
49087223,,25,,49087223,residential,,0,,,249.757,25 mph,San Miguel Road,False,235574390,,,49087222,9.99028,,,"LINESTRING (-117.000816 32.67868, -117.003357 32.677994)"
49087223,,25,,49087223,residential,,0,,,285.125,25 mph,Proctor Valley Road,False,5975637,,,49232815,11.405,,,"LINESTRING (-116.9990262 32.6767941, -116.99926 32.676846, -116.999657 32.677032, -117.000122 32.677322, -117.000237 32.677422, -117.000351 32.677586, -117.000816 32.67868)"
49087223,,25,,49087223,residential,,0,,,430.87,25 mph,San Miguel Road,False,235574390,,,1229993335,17.2348,,,"LINESTRING (-116.9979297 32.6814293, -116.9979766 32.681406, -116.9981303 32.6812671, -116.9986473 32.6803406, -116.9989051 32.6798785, -116.9991553 32.6795198, -116.999454 32.67916, -116.999863 32.678947, -117.000816 32.67868)"
49232815,,25,,49232815,residential,,0,,,285.125,25 mph,Proctor Valley Road,False,5975637,,,49087223,11.405,,,"LINESTRING (-116.9990262 32.6767941, -116.99926 32.676846, -116.999657 32.677032, -117.000122 32.677322, -117.000237 32.677422, -117.000351 32.677586, -117.000816 32.67868)"
